	non_symbiosis	symbiosis	MeanDecreaseAccuracy	MeanDecreaseGini
OG0000242	0	0	0	0
OG0000244	0	0	0	0
OG0000245	0	0	0	0
OG0000247	0	0	0	0
OG0000249	0	0	0	0
OG0000250	0	0	0	0
OG0000251	0	0	0	0
OG0000253	0	0	0	0
OG0000254	0	0	0	0
OG0000255	0	0	0	0
OG0000257	0	0	0	0
OG0000258	0	0	0	0
OG0000259	0	0	0	0
OG0000263	0	0	0	0
OG0000264	0	0	0	0
OG0000269	0	0	0	0
OG0000271	0	0	0	0
OG0000273	0	0	0	0
OG0000274	0	0	0	0
OG0000277	0	0	0	0
OG0000278	0	0	1.62E-06	0.008342181
OG0000280	0	0	0	0
OG0000284	0	0	0	0
OG0000286	0	0	0	0
OG0000289	0	0	0	0
OG0000291	0	0	0	0
OG0000292	0	0	0	0
OG0000296	0	0	0	0.0021
OG0000297	0	0	0	0
OG0000299	0	0	0	0
OG0000300	0	0	0	0
OG0000302	0	0	0	0
OG0000306	0	0	0	0
OG0000307	0	0	0	0
OG0000308	0	0	0	0
OG0000309	0	0	0	0
OG0000310	0	0	0	0
OG0000311	0	0	0	0
OG0000313	0	0	0	0.000833333
OG0000314	0	0	0	0.002729412
OG0000315	0	0	0	0
OG0000316	0	0	0	0
OG0000318	0	0	0	0
OG0000319	0	0	0	0
OG0000320	0	0	0	0
OG0000321	0	0	0	0
OG0000322	0	0	0	0.005717687
OG0000323	0	0	0	0
OG0000324	0	0	0	0
OG0000325	0	0	0	0
OG0000326	0	0	0	0
OG0000327	0	0	0	0
OG0000328	0	0	0	0
OG0000329	0	0	0	0
OG0000331	0	0	0	0
OG0000332	0	0	0	0
OG0000336	0	0	0	0
OG0000338	0	0	0	0
OG0000341	0	0	0	0
OG0000345	0	0	0	0
OG0000346	0	0	0	0
OG0000347	0	0	0	0
OG0000349	0	0	0	0
OG0000351	0	0	0	0
OG0000352	0	0	0	0
OG0000356	0	0	0	0
OG0000358	0	0	0	0
OG0000361	0	0	0	0
OG0000363	0	0	0	0.001440476
OG0000364	0	0	0	0
OG0000365	0	0	0	0
OG0000367	0	0	0	0
OG0000368	0	0	0	0
OG0000369	0	0	0	0
OG0000371	0	0	0	0.004264706
OG0000372	0	0	0	0
OG0000373	0	0	0	0
OG0000374	0	0	0	0
OG0000375	0	0	0	0
OG0000376	0	0	0	0
OG0000378	0	0	0	0
OG0000379	0	0	0	0.00184
OG0000380	0	0	0	0
OG0000383	0	0	0	0
OG0000390	0	0	0	0
OG0000391	0	0	0	0.001825758
OG0000392	0	0	0	0
OG0000394	0	0	0	0
OG0000395	0	0	0	0
OG0000396	0	0	0	0
OG0000402	0	0	0	0
OG0000403	0	0	0	0
OG0000409	0	0	0	0.00275
OG0000410	0	0	0	0
OG0000413	0	0	0	0
OG0000414	0	0	0	0
OG0000415	0	0	0	0
OG0000416	0	0	0	0
OG0000417	0	0	0	0
OG0000418	0	0	0	0
OG0000420	0	0	0	0
OG0000421	0	0	0	0
OG0000422	0	0	0	0
OG0000423	0	0	0	0
OG0000424	0	0	0	0
OG0000427	0	0	0	0
OG0000429	0	0	0	0
OG0000431	0	0	0	0
OG0000432	0	0	0	0
OG0000436	0	0	0	0
OG0000438	0	0	0	0
OG0000442	0	0	0	0
OG0000443	0	0	0	0
OG0000447	0	0	0	0
OG0000448	0	0	0	0
OG0000449	0	0	0	0
OG0000453	0	0	0	0.00097619
OG0000454	0	0	0	0
OG0000455	0	0	0	0
OG0000457	0	0	0	0
OG0000461	0	0	0	0
OG0000463	0	0	0	0.000757576
OG0000464	0	0	0	0
OG0000465	0	0	0	0
OG0000466	0	0	0	0
OG0000467	0	0	0	0
OG0000468	0	0	0	0.003282051
OG0000469	0	0	0	0
OG0000472	0	0	0	0
OG0000474	0	0	0	5.00E-04
OG0000476	0	0	0	0
OG0000477	0	0	0	0.002769231
OG0000478	0	0	0	0
OG0000481	0	0	0	0
OG0000486	0	0	0	0
OG0000491	0	0	0	0
OG0000492	0	0	0	0.005882636
OG0000493	0	0	0	0
OG0000494	0	0	0	0
OG0000496	0	0	0	0
OG0000497	0	0	0	0
OG0000498	0	0	0	0
OG0000502	0	0	0	0
OG0000503	0	0	0	0
OG0000505	0	0	0	0.001333333
OG0000507	0	0	0	0
OG0000509	0	0	0	0
OG0000510	0	0	0	0.002484472
OG0000514	0	0	0	0
OG0000515	0	0	0	0
OG0000517	0	0	0	0
OG0000518	0	0	0	0
OG0000519	0	0	0	0
OG0000520	0	0	0	0.003472222
OG0000522	0	0	0	0
OG0000523	0	0	0	0
OG0000524	0	0	0	0
OG0000525	0	0	0	0.001
OG0000527	0	0	0	0
OG0000529	0	0	0	0
OG0000530	0	0	0	0
OG0000533	0	0	0	0
OG0000534	0	0	0	0
OG0000536	0	0	0	0
OG0000537	0	0	0	0.005088715
OG0000539	0	0	0	0
OG0000541	0	0	0	0
OG0000547	0	0	0	0
OG0000549	0	0	0	0
OG0000550	0	0	0	0
OG0000551	0	0	0	0
OG0000552	0	0	0	0.00275
OG0000554	0	0	0	0
OG0000555	0	0	0	0
OG0000557	0	0	0	0
OG0000558	0	0	0	0
OG0000559	0	0	0	0
OG0000561	0	0	0	0
OG0000563	0	0	0	0
OG0000564	0	0	0	0.007150298
OG0000565	0	0	0	0
OG0000567	0	0	0	0
OG0000569	0	0	0	0
OG0000570	0	0	0	0
OG0000572	0	0	0	0
OG0000573	0	0	0	0
OG0000575	0	0	0	0
OG0000576	0	0	0	0
OG0000577	0	0	0	0.001238095
OG0000579	0	0	0	0
OG0000580	0	0	0	0
OG0000581	0	0	0	0
OG0000582	0	0	0	0.003789929
OG0000585	0	0	0	0
OG0000587	0	0	0	0
OG0000588	0	0	0	0
OG0000589	0	0	0	0
OG0000590	0	0	0	0
OG0000591	0	0	0	0
OG0000595	0	0	0	0.002533333
OG0000596	0	0	0	0
OG0000598	0	0	0	0
OG0000599	0	0	0	0
OG0000600	0	0	0	0
OG0000602	0	0	0	0
OG0000603	0	0	0	0
OG0000604	0	0	0	0
OG0000605	0	0	0	0.001894737
OG0000607	0	0	0	0
OG0000608	0	0	0	0
OG0000609	0	0	0	0
OG0000610	0	0	0	0
OG0000611	0	0	0	0
OG0000612	0	0	0	0
OG0000613	0	0	0	0
OG0000615	0	0	0	0
OG0000616	0	0	0	0
OG0000618	0	0	0	0
OG0000620	0	0	0	0
OG0000621	0	0	0	0
OG0000622	0	0	0	0
OG0000623	0	0	0	0
OG0000624	0	0	0	0
OG0000625	0	0	0	0
OG0000626	0	0	0	0.000972222
OG0000628	0	0	0	0.003471429
OG0000629	0	0	0	0
OG0000631	0	0	0	0
OG0000632	0	0	0	0
OG0000633	0	0	0	0
OG0000635	0	0	0	0.000857143
OG0000636	0	0	0	0
OG0000637	0	0	0	0
OG0000638	0	0	0	0
OG0000639	0	0	0	0
OG0000640	0	0	0	0
OG0000641	0	0	0	0
OG0000642	0	0	0	0
OG0000643	0	0	0	0
OG0000646	0	0	0	0
OG0000653	0	0	0	0
OG0000654	0	0	0	0
OG0000655	0	0	0	0
OG0000656	0	0	0	0
OG0000657	0	0	0	0
OG0000658	0	0	0	0
OG0000660	0	0	0	0
OG0000661	0	0	0	0.00075
OG0000662	0	0	0	0.000972973
OG0000664	0	0	0	0
OG0000665	0	0	0	0
OG0000670	0	0	0	0
OG0000672	0	0	0	0
OG0000673	0	0	0	0
OG0000674	0	0	0	0
OG0000675	0	0	0	0
OG0000677	0	0	0	0.00177316
OG0000679	0	0	0	0.001878788
OG0000680	0	0	0	0
OG0000682	0	0	0	0.000970588
OG0000683	0	0	0	0
OG0000684	0	0	0	0
OG0000685	0	0	0	0
OG0000686	0	0	0	0
OG0000688	0	0	0	0
OG0000690	0	0	0	0
OG0000691	0	0	0	0
OG0000694	0	0	0	0
OG0000695	0	0	0	0
OG0000697	0	0	0	0
OG0000698	0	0	0	0
OG0000701	0	0	0	0
OG0000703	0	0	0	0
OG0000705	0	0	0	0
OG0000707	0	0	0	0.00175
OG0000708	0	0	0	8.00E-04
OG0000709	0	0	0	0
OG0000711	0	0	0	0
OG0000712	0	0	0	0
OG0000713	0	0	0	0
OG0000716	0	0	0	0
OG0000718	0	0	0	0
OG0000720	0	0	0	0
OG0000721	0	0	0	0
OG0000724	0	0	0	0
OG0000725	0	0	0	0
OG0000729	0	0	0	0
OG0000731	0	0	0	0
OG0000733	0	0	0	0
OG0000734	0	0	0	0
OG0000736	0	0	0	0.001875
OG0000737	0	0	0	0
OG0000739	0	0	0	0
OG0000741	0	0	0	0
OG0000742	0	0	0	0
OG0000743	0	0	0	0.002897243
OG0000744	0	0	0	0
OG0000747	0	0	0	0
OG0000749	0	0	0	0.004109058
OG0000750	0	0	0	0
OG0000751	0	0	0	0
OG0000753	0	0	0	0.001870968
OG0000754	0	0	0	0
OG0000756	0	0	0	0.000973684
OG0000758	0	0	0	0
OG0000760	0	0	0	0.00075
OG0000761	0	0	0	0.000967742
OG0000762	0	0	0	0
OG0000763	0	0	0	0
OG0000764	0	0	0	0.001222222
OG0000765	0	0	0	0
OG0000768	0	0	0	0.000971429
OG0000770	0	0	0	0
OG0000772	0	0	0	0
OG0000773	0	0	0	0
OG0000774	0	0	0	5.00E-04
OG0000778	0	0	0	0
OG0000779	0	0	0	0
OG0000781	0	0	0	0
OG0000785	0	0	0	0
OG0000788	0	0	0	0
OG0000791	0	0	0	0
OG0000794	0	0	0	0
OG0000795	0	0	0	0
OG0000796	0	0	0	0
OG0000800	0	0	0	0
OG0000801	0	0	0	0
OG0000804	0	0	0	0
OG0000805	0	0	0	0
OG0000806	0	0	0	0
OG0000809	0	0	0	0.000973684
OG0000810	0	0	0	0
OG0000812	0	0	0	0
OG0000813	0	0	0	0
OG0000814	0	0	0	0
OG0000815	0	0	0	0
OG0000818	0	0	0	0.001871795
OG0000819	0	0	0	0.004761905
OG0000820	0	0	0	0
OG0000821	0	0	0	0
OG0000822	0	0	0	0
OG0000823	0	0	0	0.000857143
OG0000824	0	0	0	0
OG0000825	0	0	0	0
OG0000826	0	0	0	0
OG0000827	0	0	0	0
OG0000830	0	0	0	0
OG0000831	0	0	0	0
OG0000832	0	0	0	0
OG0000835	0	0	0	0
OG0000838	0	0	0	0
OG0000839	0	0	0	0.004169884
OG0000840	0	0	0	0
OG0000843	0	0	0	0
OG0000845	0	0	0	0.0015
OG0000846	0	0	0	0
OG0000848	0	0	0	0
OG0000849	0	0	0	0
OG0000850	0	0	0	0
OG0000851	0	0	0	0
OG0000853	0	0	0	0
OG0000856	0	0	0	0
OG0000857	0	0	0	0
OG0000858	0	0	0	0
OG0000860	0	0	0	0
OG0000864	0	0	0	0.002750936
OG0000865	0	0	0	0
OG0000866	0	0	0	0
OG0000867	0	0	0	0
OG0000869	0	0	0	0
OG0000870	0	0	0	0
OG0000874	0	0	0	0
OG0000875	0	0	0	0
OG0000876	0	0	0	0
OG0000877	0	0	0	0.0016
OG0000878	0	0	0	0
OG0000879	0	0	0	0.00075
OG0000880	0	0	0	0
OG0000881	0	0	0	0
OG0000883	0	0	0	0
OG0000885	0	0	0	0.00097619
OG0000886	0	0	0	0.001939153
OG0000890	0	0	0	0
OG0000891	0	0	0	0
OG0000892	0	0	0	0
OG0000893	0	0	0	0
OG0000895	0	0	0	0
OG0000896	0	0	0	0
OG0000897	0	0	0	0
OG0000899	0	0	0	0
OG0000900	0	0	0	0.002133333
OG0000902	0	0	0	0.000975
OG0000903	0	0	0	0
OG0000904	0	0	0	0
OG0000906	0	0	0	0.000666667
OG0000907	0	0	0	0
OG0000908	0	0	0	0
OG0000909	0	0	0	0
OG0000911	0	0	0	0
OG0000914	0	0	0	0
OG0000915	0	0	0	0
OG0000916	0	0	0	0
OG0000918	0	0	0	0
OG0000920	0	0	0	0
OG0000921	0	0	0	0
OG0000922	0	0	0	0
OG0000924	0	0	0	0
OG0000925	0	0	0	0
OG0000927	0	0	0	0
OG0000928	0	0	0	0
OG0000931	0	0	0	0.000888889
OG0000932	0	0	0	0
OG0000934	0	0	0	0.001714286
OG0000935	0	0	0	0
OG0000936	0	0	0	0.000910038
OG0000937	0	0	0	0
OG0000940	0	0	0	0
OG0000941	0	0	0	0
OG0000944	0	0	0	0
OG0000945	0	0	0	0
OG0000946	0	0	0	0
OG0000947	0	0	0	0
OG0000949	0	0	0	0
OG0000950	0	0	0	0
OG0000951	0	0	0	0
OG0000952	0	0	0	0
OG0000954	0	0	0	0.000976744
OG0000955	0	0	0	0
OG0000958	0	0	0	0
OG0000959	0	0	0	0
OG0000960	0	0	0	0.001870968
OG0000963	0	0	0	0.003624331
OG0000964	0	0	0	0.000666667
OG0000966	0	0	0	0
OG0000968	0	0	0	0.005402185
OG0000970	0	0	0	0
OG0000976	0	0	0	0
OG0000978	0	0	0	0.001977273
OG0000979	0	0	0	0
OG0000981	0	0	0	0
OG0000984	0	0	0	0
OG0000985	0	0	0	0
OG0000986	0	0	0	0
OG0000987	0	0	0	0
OG0000988	0	0	0	0.005256802
OG0000989	0	0	0	0
OG0000990	0	0	0	0
OG0000991	0	0	0	0
OG0000992	0	0	0	0
OG0000993	0	0	0	0
OG0000997	0	0	0	0
OG0000998	0	0	0	0
OG0000999	0	0	0	0
OG0001001	0	0	0	0.000972222
OG0001003	0	0	0	0
OG0001005	0	0	0	0
OG0001006	0	0	0	0
OG0001007	0	0	0	0
OG0001012	0	0	0	0
OG0001013	0	0	0	0.001333333
OG0001014	0	0	0	0
OG0001015	0	0	0	0
OG0001016	0	0	0	0
OG0001018	0	0	0	0
OG0001019	0	0	0	0
OG0001020	0	0	0	0
OG0001021	0	0	0	0
OG0001022	0	0	0	0
OG0001025	0	0	0	0
OG0001028	0	0	0	0
OG0001029	0	0	0	0
OG0001031	0	0	0	0
OG0001032	0	0	0	0
OG0001033	0	0	0	0
OG0001034	0	0	0	0
OG0001035	0	0	0	0.000967742
OG0001036	0	0	0	0
OG0001037	0	0	0	0
OG0001040	0	0	0	0
OG0001041	0	0	0	0
OG0001042	0	0	0	0
OG0001043	0	0	0	0
OG0001046	0	0	0	0
OG0001048	0	0	0	0
OG0001050	0	0	0	0
OG0001051	0	0	0	0.004920635
OG0001052	0	0	0	0
OG0001053	0	0	0	0.000798851
OG0001055	0	0	0	0.001666667
OG0001056	0	0	0	0
OG0001058	0	0	0	0
OG0001059	0	0	0	0
OG0001061	0	0	0	0.00075
OG0001063	0	0	0	0
OG0001064	0	0	0	0
OG0001065	0	0	0	0
OG0001067	0	0	0	0
OG0001069	0	0	0	0.0016
OG0001070	0	0	0	0
OG0001071	0	0	0	0
OG0001072	0	0	0	0.002191033
OG0001076	0	0	0	0
OG0001077	0	0	0	0
OG0001079	0	0	0	0
OG0001080	0	0	0	0
OG0001084	0	0	0	0.000888889
OG0001085	0	0	0	0
OG0001086	0	0	0	0
OG0001089	0	0	0	0
OG0001090	0	0	0	0
OG0001091	0	0	0	0
OG0001094	0	0	0	0
OG0001095	0	0	0	0
OG0001097	0	0	0	0
OG0001100	0	0	0	0
OG0001101	0	0	0	0.000970588
OG0001102	0	0	0	0
OG0001104	0	0	0	0
OG0001106	0	0	0	0
OG0001107	0	0	0	0
OG0001109	0	0	0	0
OG0001110	0	0	0	0
OG0001112	0	0	0	0
OG0001114	0	0	0	0
OG0001115	0	0	0	0
OG0001116	0	0	0	0
OG0001118	0	0	0	0
OG0001120	0	0	0	0
OG0001122	0	0	0	0
OG0001123	0	0	0	0.00075
OG0001124	0	0	0	0
OG0001126	0	0	0	0
OG0001129	0	0	0	0
OG0001130	0	0	0	0
OG0001131	0	0	0	0
OG0001132	0	0	0	0.000471429
OG0001133	0	0	0	0
OG0001134	0	0	0	0
OG0001135	0	0	0	0
OG0001136	0	0	0	0
OG0001137	0	0	0	0
OG0001138	0	0	0	0
OG0001140	0	0	0	0
OG0001142	0	0	0	0
OG0001143	0	0	0	0
OG0001144	0	0	0	0
OG0001145	0	0	0	0
OG0001146	0	0	0	0
OG0001148	0	0	0	0.000974359
OG0001149	0	0	0	0
OG0001151	0	0	0	0.000833333
OG0001152	0	0	0	0
OG0001154	0	0	0	0
OG0001155	0	0	0	0
OG0001158	0	0	0	0
OG0001160	0	0	0	0
OG0001161	0	0	0	0
OG0001162	0	0	0	0
OG0001163	0	0	0	0
OG0001164	0	0	0	0
OG0001165	0	0	0	0
OG0001166	0	0	0	0
OG0001167	0	0	0	0
OG0001168	0	0	0	0
OG0001169	0	0	0	0
OG0001170	0	0	0	0
OG0001171	0	0	0	0.000972973
OG0001172	0	0	0	0
OG0001173	0	0	0	0.000375
OG0001176	0	0	0	0
OG0001177	0	0	0	0
OG0001178	0	0	0	0.003452381
OG0001179	0	0	0	0.000666667
OG0001180	0	0	0	0
OG0001183	0	0	0	0
OG0001186	0	0	0	0
OG0001188	0	0	0	0
OG0001189	0	0	0	0
OG0001190	0	0	0	0
OG0001192	0	0	0	0.00279902
OG0001194	0	0	0	0
OG0001195	0	0	0	0
OG0001196	0	0	0	0
OG0001198	0	0	0	0.00174416
OG0001199	0	0	0	0
OG0001200	0	0	0	0
OG0001201	0	0	0	0
OG0001203	0	0	0	0
OG0001207	0	0	0	0
OG0001209	0	0	0	0
OG0001210	0	0	0	0
OG0001212	0	0	0	0
OG0001213	0	0	0	0.0015
OG0001214	0	0	0	0.000888158
OG0001216	0	0	0	0
OG0001217	0	0	0	0
OG0001218	0	0	0	0
OG0001219	0	0	0	0
OG0001221	0	0	0	0
OG0001222	0	0	0	0.005468436
OG0001224	0	0	0	0
OG0001226	0	0	0	0
OG0001228	0	0	0	0
OG0001229	0	0	0	0.002209524
OG0001230	0	0	0	0
OG0001231	0	0	0	0
OG0001232	0	0	0	0.00091967
OG0001234	0	0	0	0
OG0001235	0	0	0	0
OG0001236	0	0	0	0.003917697
OG0001237	0	0	0	0
OG0001239	0	0	0	0
OG0001242	0	0	0	0
OG0001243	0	0	0	0
OG0001244	0	0	0	0
OG0001245	0	0	0	0
OG0001246	0	0	0	0
OG0001247	0	0	0	0
OG0001249	0	0	0	0
OG0001250	0	0	0	0
OG0001252	0	0	0	0
OG0001254	0	0	0	0.004877817
OG0001255	0	0	0	0.000967742
OG0001256	0	0	0	0
OG0001258	0	0	0	0.000666667
OG0001260	0	0	0	0.000964286
OG0001261	0	0	0	0
OG0001262	0	0	0	0
OG0001263	0	0	0	0
OG0001265	0	0	0	0
OG0001266	0	0	0	0.0012
OG0001268	0	0	0	0
OG0001269	0	0	0	0
OG0001270	0	0	0	0
OG0001272	0	0	0	0
OG0001274	0	0	0	0
OG0001276	0	0	0	0
OG0001277	0	0	0	0
OG0001283	0	0	0	0
OG0001284	0	0	0	0
OG0001285	0	0	0	0
OG0001286	0	0	0	0
OG0001287	0	0	0	0
OG0001289	0	0	0	0
OG0001290	0	0	0	0
OG0001291	0	0	0	0
OG0001293	0	0	0	0
OG0001294	0	0	0	0
OG0001295	0	0	0	0
OG0001297	0	0	0	0
OG0001298	0	0	0	0
OG0001299	0	0	0	0
OG0001300	0	0	0	0
OG0001301	0	0	0	0
OG0001302	0	0	0	0
OG0001303	0	0	0	0
OG0001304	0	0	0	0
OG0001306	0	0	0	0
OG0001307	0	0	0	0
OG0001308	0	0	0	0
OG0001309	0	0	0	0
OG0001311	0	0	0	0
OG0001312	0	0	0	0
OG0001313	0	0	0	0
OG0001314	0	0	0	0
OG0001315	0	0	0	0
OG0001318	0	0	0	0
OG0001319	0	0	0	0.00124031
OG0001320	0	0	0	0
OG0001321	0	0	0	0.006493739
OG0001323	0	0	0	0.004416468
OG0001324	0	0	0	0
OG0001325	0	0	0	0
OG0001327	0	0	0	0
OG0001328	0	0	0	0
OG0001329	0	0	0	0
OG0001332	0	0	0	0.001948413
OG0001334	0	0	0	0
OG0001337	0	0	0	0
OG0001338	0	0	0	0
OG0001343	0	0	0	0
OG0001345	0	0	0	0
OG0001347	0	0	0	0.002818489
OG0001348	0	0	0	0
OG0001351	0	0	0	0
OG0001355	0	0	0	0
OG0001356	0	0	0	0
OG0001357	0	0	0	0
OG0001359	0	0	0	0
OG0001360	0	0	0	0
OG0001361	0	0	0	0
OG0001362	0	0	0	0
OG0001364	0	0	0	0
OG0001365	0	0	0	0
OG0001366	0	0	0	0
OG0001367	0	0	0	0
OG0001372	0	0	0	0
OG0001373	0	0	0	0
OG0001374	0	0	0	0
OG0001375	0	0	0	0
OG0001376	0	0	0	0
OG0001377	0	0	0	0
OG0001380	0	0	0	0.000666667
OG0001381	0	0	0	0
OG0001382	0	0	0	0
OG0001384	0	0	0	0
OG0001385	0	0	0	0
OG0001386	0	0	0	0.011403031
OG0001387	0	0	0	0.001208333
OG0001389	0	0	0	0
OG0001390	0	0	0	0
OG0001391	0	0	0	0
OG0001392	0	0	0	0
OG0001393	0	0	0	0
OG0001394	0	0	0	0
OG0001395	0	0	0	0
OG0001396	0	0	0	0
OG0001397	0	0	0	0
OG0001398	0	0	0	0.000972973
OG0001399	0	0	0	0
OG0001400	0	0	0	0
OG0001401	0	0	0	0
OG0001402	0	0	0	0
OG0001404	0	0	0	0
OG0001405	0	0	0	0
OG0001406	0	0	0	0
OG0001408	0	0	0	0
OG0001409	0	0	0	0
OG0001412	0	0	0	0
OG0001413	0	0	0	0
OG0001415	0	0	0	0
OG0001416	0	0	0	0
OG0001418	0	0	0	0.00075
OG0001419	0	0	0	0
OG0001421	0	0	0	0
OG0001423	0	0	0	0
OG0001424	0	0	0	0.000857143
OG0001425	0	0	0	0
OG0001427	0	0	0	0
OG0001429	0	0	0	0
OG0001430	0	0	0	0.003673469
OG0001431	0	0	0	0.001897436
OG0001433	0	0	0	0
OG0001434	0	0	0	0
OG0001436	0	0	0	8.00E-04
OG0001438	0	0	0	0
OG0001439	0	0	0	0
OG0001441	0	0	0	0
OG0001442	0	0	0	0
OG0001444	0	0	0	0
OG0001446	0	0	0	0
OG0001448	0	0	0	0
OG0001450	0	0	0	0
OG0001451	0	0	0	0
OG0001453	0	0	0	0
OG0001454	0	0	0	0
OG0001455	0	0	0	0
OG0001456	0	0	0	0
OG0001457	0	0	0	0
OG0001458	0	0	0	0
OG0001459	0	0	0	0
OG0001460	0	0	0	0
OG0001464	0	0	0	0
OG0001465	0	0	0	0
OG0001466	0	0	0	0
OG0001468	0	0	0	0
OG0001470	0	0	0	0
OG0001471	0	0	0	0
OG0001473	0	0	0	0
OG0001474	0	0	0	0
OG0001476	0	0	0	0
OG0001477	0	0	0	0.000857143
OG0001478	0	0	0	0
OG0001480	0	0	0	0
OG0001481	0	0	0	0
OG0001485	0	0	0	0
OG0001486	0	0	0	0
OG0001487	0	0	0	0
OG0001488	0	0	0	0
OG0001490	0	0	0	8.00E-04
OG0001493	0	0	0	0
OG0001494	0	0	0	0
OG0001496	0	0	0	0
OG0001499	0	0	0	0
OG0001500	0	0	0	0
OG0001501	0	0	0	0
OG0001503	0	0	0	0
OG0001504	0	0	0	0
OG0001506	0	0	0	0
OG0001507	0	0	0	0
OG0001508	0	0	0	0
OG0001510	0	0	0	0
OG0001511	0	0	0	0
OG0001512	0	0	0	0
OG0001513	0	0	0	0
OG0001514	0	0	0	0
OG0001516	0	0	0	0
OG0001519	0	0	0	0
OG0001522	0	0	0	0
OG0001524	0	0	0	0
OG0001525	0	0	0	0
OG0001528	0	0	0	0
OG0001531	0	0	0	0
OG0001532	0	0	0	0
OG0001534	0	0	0	0
OG0001535	0	0	0	0
OG0001536	0	0	0	0.000969697
OG0001537	0	0	0	0
OG0001538	0	0	0	0.000961538
OG0001539	0	0	0	0
OG0001540	0	0	0	0
OG0001541	0	0	0	0
OG0001542	0	0	0	0
OG0001544	0	0	0	0
OG0001546	0	0	0	0
OG0001547	0	0	0	0
OG0001548	0	0	0	0
OG0001550	0	0	0	0
OG0001551	0	0	0	0.001636364
OG0001552	0	0	0	0
OG0001553	0	0	0	0
OG0001556	0	0	0	0
OG0001558	0	0	0	0
OG0001560	0	0	0	0
OG0001561	0	0	0	0.003214286
OG0001562	0	0	0	0
OG0001563	0	0	0	0.000888889
OG0001565	0	0	0	0
OG0001567	0	0	0	0
OG0001570	0	0	0	0
OG0001571	0	0	0	0
OG0001572	0	0	0	0
OG0001573	0	0	0	0
OG0001574	0	0	0	0
OG0001575	0	0	0	0
OG0001576	0	0	0	0
OG0001577	0	0	0	0
OG0001578	0	0	0	0
OG0001586	0	0	0	0
OG0001587	0	0	0	0
OG0001588	0	0	0	0.000666667
OG0001589	0	0	0	0
OG0001590	0	0	0	0
OG0001591	0	0	0	0
OG0001593	0	0	0	0.00075
OG0001594	0	0	0	0
OG0001596	0	0	0	0
OG0001597	0	0	0	0
OG0001598	0	0	0	0.002373626
OG0001599	0	0	0	0
OG0001600	0	0	0	0
OG0001601	0	0	0	0
OG0001602	0	0	0	0
OG0001603	0	0	0	0
OG0001605	0	0	0	0
OG0001607	0	0	0	0
OG0001608	0	0	0	0
OG0001610	0	0	0	0
OG0001611	0	0	0	0.001555556
OG0001612	0	0	0	0
OG0001613	0	0	0	0
OG0001615	0	0	0	0
OG0001616	0	0	0	0
OG0001617	0	0	0	0.004137931
OG0001619	0	0	0	0
OG0001620	0	0	0	0
OG0001621	0	0	0	0
OG0001622	0	0	0	0
OG0001623	0	0	0	0.000965517
OG0001625	0	0	0	0
OG0001626	0	0	0	0
OG0001627	0	0	0	0.000875
OG0001630	0	0	0	0
OG0001633	0	0	0	0
OG0001634	0	0	0	0
OG0001635	0	0	0	0
OG0001636	0	0	0	0
OG0001638	0	0	0	0
OG0001641	0	0	0	0
OG0001642	0	0	0	0
OG0001643	0	0	0	0
OG0001644	0	0	0	0
OG0001645	0	0	0	0
OG0001647	0	0	0	0
OG0001651	0	0	0	0
OG0001654	0	0	0	0
OG0001655	0	0	0	0
OG0001656	0	0	0	0
OG0001657	0	0	0	0.000833333
OG0001658	0	0	0	0
OG0001660	0	0	0	0
OG0001661	0	0	0	0
OG0001662	0	0	0	0
OG0001663	0	0	0	0
OG0001667	0	0	0	0
OG0001668	0	0	0	0
OG0001670	0	0	0	0.001878788
OG0001671	0	0	0	0
OG0001672	0	0	0	0
OG0001674	0	0	0	0
OG0001675	0	0	0	0.00096875
OG0001678	0	0	0	0
OG0001680	0	0	0	0.001888889
OG0001681	0	0	0	0.002030488
OG0001682	0	0	0	0
OG0001683	0	0	0	0
OG0001685	0	0	0	0
OG0001686	0	0	0	0
OG0001687	0	0	0	0
OG0001688	0	0	0	0.002393738
OG0001690	0	0	0	0.000967742
OG0001691	0	0	0	0
OG0001692	0	0	0	0
OG0001693	0	0	0	0
OG0001694	0	0	0	0
OG0001695	0	0	0	0
OG0001697	0	0	0	0
OG0001698	0	0	0	0
OG0001699	0	0	0	0
OG0001700	0	0	0	0
OG0001702	0	0	0	0
OG0001703	0	0	0	0
OG0001704	0	0	0	0
OG0001705	0	0	0	0
OG0001707	0	0	0	0.001888889
OG0001713	0	0	0	0
OG0001714	0	0	0	0
OG0001715	0	0	0	0
OG0001716	0	0	0	0
OG0001717	0	0	0	0
OG0001718	0	0	0	0
OG0001719	0	0	0	0
OG0001720	0	0	0	0
OG0001721	0	0	0	0
OG0001722	0	0	0	0
OG0001724	0	0	0	0
OG0001726	0	0	0	0
OG0001728	0	0	0	0
OG0001729	0	0	0	0
OG0001730	0	0	0	0
OG0001731	0	0	0	0
OG0001733	0	0	0	0
OG0001734	0	0	0	0
OG0001735	0	0	0	0
OG0001736	0	0	0	0
OG0001738	0	0	0	0
OG0001741	0	0	0	0
OG0001743	0	0	0	0
OG0001744	0	0	0	0
OG0001745	0	0	0	0
OG0001746	0	0	0	0
OG0001747	0	0	0	0
OG0001748	0	0	0	0
OG0001750	0	0	0	0
OG0001751	0	0	0	0
OG0001752	0	0	0	0
OG0001754	0	0	0	0
OG0001755	0	0	0	0
