invertebrate	vertebrate	MeanDecreaseAccuracy	MeanDecreaseGini
OG0002752	2.08333333333333e-05	0.000609427609427609	0.000247420936918654	0.0136257415052192
OG0009879	0.0002375	0.000608437705998682	0.000412694013303769	0.0610470069867027
OG0006830	0.000498002294405588	0.000607132132132132	0.000545459157787925	0.114034309670932
OG0002662	6.86936936936937e-05	0.000604218362282878	0.0003105138607167	0.0279836050724638
OG0004366	0.000294871794871795	0.000600694444444444	0.000437101449275362	0.0519698658410733
OG0005677	0.0003495670995671	6e-04	0.000435656244479774	0.0557754295893114
OG0004535	0.000466833890746934	0.000598958333333333	0.000523504273504274	0.101274509803922
OG0009085	7.03463203463203e-05	0.000598214285714286	0.000317289692289692	0.0927703850242911
OG0002354	0	0.000597355769230769	0.000272339357429719	0.0927455499099606
OG0004168	0.000158536585365854	0.000596839320523531	0.000389040674798347	0.0583042055716605
OG0003344	0.00017032967032967	0.00059508547008547	0.000374233367983368	0.0654686660218879
OG0003685	1.02040816326531e-05	0.000594512195121951	0.00025974025974026	0.0912493535875889
OG0010117	0.000558333333333333	0.000593261810653115	0.000572663022611999	0.10095008912656
OG0002054	0.000412688116242865	0.000592948717948718	0.000492273668360625	0.0980436115728657
OG0010593	0	0.000590710143341722	0.000253335614095108	0.0515709897560557
OG0001830	0.000304321728691477	0.000588744588744589	0.000408897073076178	0.0549625902992776
OG0000499	1.31578947368421e-05	0.000586609686609687	0.000253854993581021	0.0589100853389573
OG0007427	0.000304891304347826	0.000585004359197908	0.00042944605629664	0.0958418109678356
OG0004697	0.000864843890453646	0.000584775558969107	0.000728949201204622	0.105797514359279
OG0006177	0.000456196581196581	0.000581428571428571	0.000495399061032864	0.0534710765532267
OG0004122	2.35135135135135e-05	0.000580486254568568	0.000265396477390769	0.0119550772503359
OG0002091	0.000100430416068867	0.000580088987764182	0.00029006968641115	0.0454701739383163
OG0010118	0.000259302325581395	0.000578096846846847	0.000396944444444444	0.0739726438962682
OG0009274	0.000363957651748349	0.000577569903471232	0.000438296885665307	0.149171058697427
OG0000542	0.000231477673325499	0.00057569938359412	0.000394598451955754	0.078789525296397
OG0002460	0.000421341463414634	0.000575	0.000492105263157895	0.0794122861910722
OG0003878	0.000508074935400517	0.000572712418300654	0.000536616161616161	0.101230392156863
OG0004101	0.000256753246753247	0.000570502645502646	0.000393137819329182	0.142863272970786
OG0008997	0.000557142857142857	0.000566856330014225	0.000550447839831401	0.0645102082941032
OG0009157	0.000445691609977324	0.000566792964404894	0.00049515742473489	0.0692438481299767
OG0004919	0.000401134289636032	0.000566071428571429	0.000472676107480029	0.0612307439225375
OG0005466	0.000700179244415847	0.000565580286168521	0.000624922640747133	0.105481858885286
OG0004802	0	0.000562121212121212	0.000247745098039216	0.00290732614396817
OG0004565	0.000236998361998362	0.000561458333333333	0.00037856051394075	0.0687087225520177
OG0002485	1.42857142857143e-05	0.000559640522875817	0.000267786204405923	0.0956399878831697
OG0002570	-2.32558139534884e-05	0.000558021390374332	0.000224798033017211	0.0840382369684042
OG0002002	0.00050287111262721	0.000557119514472456	0.000516470588235294	0.120807409592645
OG0007776	0.000486639490020742	0.000556540915915916	0.000517482101111225	0.0781762398478471
OG0009281	0.000337535014005602	0.000556512040887041	0.00045273550818028	0.052797129085227
OG0004244	0.000214617940199336	0.000556451612903226	0.000381816775560287	0.0568426597911892
OG0009934	0.000108695652173913	0.000556410256410256	0.000321228154561488	0.021627149321267
OG0001915	0.000813451825951826	0.000554093567251462	0.000701325363825364	0.103195356037152
OG0008421	0.000223064157274684	0.000553571428571429	0.000370166280054376	0.053088636260956
OG0009009	9.42028985507246e-05	0.000552895752895753	0.000310804146247184	0.0513277300433282
OG0003305	0.000365646258503401	0.00055	0.000438642756680731	0.101269607843137
OG0004552	1.25e-05	0.00055	0.000234761904761905	0.0426775188290666
OG0006095	0.000724937343358396	0.00055	0.000645652958152958	0.100359161793372
OG0002792	0.000712107712107712	0.00054811390855844	0.000632336404441295	0.103615924748278
OG0004576	0	0.000547222222222222	0.000238468309859155	0.0416618961442617
OG0006535	9.90133897110641e-05	0.000546975546975547	0.000279639028199045	0.105169229878603
OG0009972	0.000233850129198966	0.000546683046683047	0.000390162775220454	0.0581888890665936
OG0008321	0.000239010989010989	0.000545021645021645	0.000381711711711712	0.0612937908496732
OG0009002	0.00078255929376179	0.000543484555984556	0.000668446514286457	0.103719070045495
OG0006702	0.000723789723789724	0.000542002528844634	0.00061269589532481	0.0302618251163899
OG0008376	0.000610249709639954	0.000538830422451112	0.000568430750027136	0.102686871350421
OG0002707	0.000409862142099682	0.000538676607642125	0.000465060240963855	0.10146568627451
OG0002394	0.000327380952380952	0.000538082437275986	0.000427321156773212	0.0964331783668364
OG0007785	0.000613793995859213	0.000536931818181818	0.000577056550755181	0.147861993452547
OG0007413	0.000110300580350796	0.000536842105263158	0.000321311689620386	0.00884500927285902
OG0003979	0.00036790780141844	0.000536591404238463	0.000467812641725685	0.0115771413913971
OG0003966	0.000170731707317073	0.000536554621848739	0.000342470760233918	0.0891055447059207
OG0007844	0.000421802325581395	0.000536111111111111	0.000470259552992069	0.101740196078431
OG0001827	0.000168481998895015	0.000535403050108932	0.00031551924157558	0.019012519604736
OG0003570	0	0.00053448275862069	0.00020958904109589	0.0411758988955384
OG0003598	4.65116279069767e-05	0.000534386446886447	0.000288716979802517	0.038319031612645
OG0009485	0.000185815147625161	0.000534375	0.000341196827685653	0.0549590473490852
OG0007674	3.66435417484765e-05	0.000533978174603175	0.000257537759044608	0.0807312136393019
OG0005705	0.000268292682926829	0.000532831737346101	0.000411754385964912	0.054748090145149
OG0003478	0.000432558139534884	0.000532272325375774	0.000475786496995405	0.100151960784314
OG0005728	0.000242424242424242	0.000532051282051282	0.000381956315289649	0.0556170343137255
OG0008381	0.000543506493506494	0.000532051282051282	0.000506435615947552	0.0584123389355742
OG0002669	0	0.000531336405529954	0.00023984962406015	0.0185794037946299
OG0003229	0.000162162162162162	0.000529697380307136	0.000323571271597057	0.110254702532833
OG0002785	1.13636363636364e-05	0.000529411764705882	0.000252088205813565	0.044309317903602
OG0004547	0	0.000527116402116402	0.000201880209342896	0.00663735008566533
OG0003306	0.000575396825396825	0.000527039848197344	0.00055359820089955	0.103557635175282
OG0005611	0.00105927069961489	0.000526804812834225	0.000773912505623032	0.087255932629462
OG0008943	0.000398491514770585	0.000525806451612903	0.000455888251264964	0.100640923208846
OG0008972	2.83094098883573e-05	0.000525522648083624	0.000250032086881402	0.0463949638303105
OG0003373	3.72107567229518e-05	0.000524493243243243	0.000261986301369863	0.0510948293308149
OG0001433	-1.21951219512195e-05	0.000524045352170352	0.000229224218950246	0.0422164167821539
OG0010718	0.000896798996798997	0.000523172905525847	0.00072171004337671	0.107705765202798
OG0007723	0.000236842105263158	0.000522767857142857	0.000364630898021309	0.0558151329838866
OG0011210	0.000287394957983193	0.000522473867595819	0.000410090415913201	0.0654892642571757
OG0008774	0.00054906798245614	0.000520608108108108	0.000542998477929985	0.103294677043477
OG0007681	0	0.000518500948766603	0.000228499627699181	0.0505158915559844
OG0000857	0.00037177033492823	0.000515983447562395	0.000448864984780478	0.123616778579298
OG0002617	0.000135471898197243	0.000515522875816993	0.000308484848484849	0.086985673501434
OG0002653	2e-04	0.000514705882352941	0.000333481904082724	0.0556433823529412
OG0006861	0.000284523809523809	0.000514619883040936	0.00039375	0.0940619607843137
OG0001614	1.08695652173913e-05	0.000513786764705882	0.000226351351351351	0.0112665163757531
OG0003210	0.000232621951219512	0.000513771491001093	0.00035495876157848	0.0501806874133344
OG0007991	0.000234088127294982	0.000513513513513513	0.000370833333333333	0.0539917933465521
OG0000415	0.000179901960784314	0.00051344537815126	0.000339636327503975	0.0776494859444224
OG0004094	2.74436090225564e-05	0.000513157894736842	0.000274873828406633	0.0167126436781609
OG0009282	0.000736094335635559	0.000513111398405516	0.000634298597492126	0.150874456839799
OG0003862	0.000646078849606285	0.00051241755283349	0.000566290903066386	0.107287617220801
OG0003876	0.000217503217503217	0.000511973180076628	0.000355489098977426	0.0547310924369748
OG0010660	0.000258344030808729	0.000511892130857648	0.000376426360017691	0.0573724087278009
OG0003587	6.76767676767677e-05	0.000511111111111111	0.00027156432748538	0.0201727632865154
OG0007815	0.000115532734274711	0.000510526315789474	0.000292624166048925	0.0337848898659789
OG0005627	0.000529974160206718	0.000508479262672811	0.000528831269349845	0.11099249522818
OG0006210	4.82132728304027e-05	0.000508420208500401	0.0002578073089701	0.0491306739669851
OG0009642	4.62860310421286e-05	0.000508064516129032	0.000239342723004695	0.00927476851851852
OG0005577	0	0.000507560483870968	0.000218984962406015	0.0415115975935829
OG0008349	2.5e-05	0.000507507507507508	0.000253246753246753	0.0075849099354254
OG0004447	0.000317732366512854	0.000507478632478632	0.00041027397260274	0.074178049185776
OG0004314	6.04005167958656e-05	0.000507130124777184	0.000266045548654244	0.0505954709714074
OG0007559	0.00051889338731444	0.000507051282051282	0.000512820512820513	0.099078431372549
OG0005812	3.26086956521739e-05	0.000506756756756757	0.000246794871794872	0.00855601926163724
OG0005821	0.000489855709367905	0.000506562881562882	0.000482180100601153	0.0705915193663672
OG0010324	0.000394349747474748	0.000506517991812109	0.000426279194152255	0.0663828973358385
OG0002012	0.000342237586423633	0.00050453720508167	0.000388357984017194	0.10572649373649
OG0008779	0.000204292929292929	0.000503549695740365	0.000326945576945577	0.0255312373858805
OG0009610	0.000164676304211188	0.000503030303030303	0.000318595785237742	0.0671692511935937
OG0007392	0.000798766913852593	0.000502502077502078	0.000661707483536752	0.117749761414206
OG0000260	2.4390243902439e-05	0.000502380952380952	0.000238939740655988	0.0950513002094042
OG0010059	0.000181322207958922	0.000501984126984127	0.000336607142857143	0.0829933249895703
OG0004423	4.34609250398724e-05	0.000501804646965937	0.000263238892816358	0.0705074786015202
OG0009970	0.00100128177645828	0.000501424501424501	0.000755180336818175	0.109077222678266
OG0003231	5.26315789473684e-05	0.000500816993464052	0.000272326674500588	0.0524443128636107
OG0002559	0.000317528735632184	0.000500793650793651	0.000405685809624166	0.0647908496732026
OG0007717	2.32558139534884e-05	5e-04	0.000230633281516026	0.0259589562343922
OG0009148	0.000277686852154937	0.000497532894736842	0.00036733519644912	0.0542608213096559
OG0009213	0.000388653981677237	0.000495770895770896	0.000421621709184743	0.0387816963571543
OG0004616	0	0.000495726495726496	0.000253007518796992	0.00294212473572939
OG0000974	1.31578947368421e-05	0.00049465811965812	0.000248376623376623	0.0479747045496988
OG0007381	0.00024275511782602	0.000494652406417112	0.00034876848001848	0.0853514508674881
OG0001271	0.000255813953488372	0.000494601889338731	0.000378271604938272	0.0518659567275186
OG0004825	2.17391304347826e-05	0.000493993993993994	0.000235412164248225	0.0833173743922407
OG0001978	2.59784075573549e-05	0.000492132867132867	0.000256727800206061	0.0247834120270182
OG0001288	6.95283398771771e-05	0.000492016806722689	0.000258075258075258	0.0994710795474079
OG0010316	6.25e-05	0.000491391678622669	0.000270353687020354	0.0983653594771242
OG0007200	0.000994685592185592	0.000490915915915916	0.000753946492455596	0.133899070909865
OG0003020	2.47252747252747e-05	0.000488651554780587	0.000228821196827686	0.0336700855634278
OG0006657	0.000154647435897436	0.000488416988416988	0.000289473684210526	0.0394041342911084
OG0007927	0.000889913986096383	0.000488411138411138	0.000708017915484942	0.11893136433155
OG0003393	0.000304548450889914	0.000487573099415205	0.000401711711711712	0.0333446381376489
OG0008585	0	0.00048538961038961	0.000208964646464646	0.00859817764804004
OG0000124	0.000265965780251495	0.000485294117647059	0.000355401098584358	0.0621676332970872
OG0009278	0.000494460823729116	0.000484848484848485	0.000478844389356599	0.0786459004553747
OG0005779	0.000274132270168856	0.000484057971014493	0.000344464600889468	0.0633341574612847
OG0004332	0.000221896383186706	0.000481259968102073	0.000354743083003953	0.0934637748399608
OG0010263	6.94444444444444e-05	0.000480440967283072	0.000273177101151785	0.0493841092865301
OG0010604	0.000853895497493059	0.000479196556671449	0.000668805725425444	0.10324451004392
OG0004702	0.000316411004454483	0.000478991596638655	0.000394248637541321	0.0953417407460983
OG0009041	0.000390909090909091	0.000478609625668449	0.000429448929448929	0.0976361370236168
OG0007821	6.41025641025641e-05	0.000478247984826932	0.000264831771208844	0.0523244812488102
OG0000418	0.000879699248120301	0.000477919438285292	0.000675889862598723	0.102092907923403
OG0004218	1.31578947368421e-05	0.000477232142857143	0.000227619047619048	0.0578415819141939
OG0001859	0.000344817073170732	0.000477163461538462	0.000399543378995434	0.101745098039216
OG0007108	0.00016520979020979	0.00047656940760389	0.000299791759631117	0.0499511519607843
OG0008659	0.000276966582374854	0.000474493243243243	0.000374349114796123	0.0576440206527467
OG0004258	-2.32558139534884e-05	0.000471861471861472	0.000207379862700229	0.0177889651665395
OG0008810	1.28205128205128e-05	0.000471507352941176	0.000220093896713615	0.0420290656688207
OG0005861	0.000602702702702703	0.000471042471042471	0.000546173708920188	0.103417523320008
