	non_symbiosis	symbiosis	MeanDecreaseAccuracy	MeanDecreaseGini
OG0010797	0.005836423	0.006338519	0.005825521	0.300748261
OG0010586	0.005148615	0.005685287	0.005363435	0.355473538
OG0007898	0.005612927	0.005603061	0.005478657	0.415109739
OG0009558	0.005189605	0.005399645	0.005116045	0.371620739
OG0008808	0.003942573	0.005328236	0.004494592	0.268569231
OG0006814	0.003974384	0.005281066	0.004560709	0.318808953
OG0006804	0.003644534	0.005030501	0.004302182	0.269030726
OG0002966	0.003528474	0.004565451	0.003924883	0.241294139
OG0000426	0.004728708	0.004549804	0.004420144	0.300767928
OG0005871	0.002931653	0.004443205	0.003570922	0.28985331
OG0000655	0.004175363	0.003650666	0.003777626	0.289837987
OG0000250	0.003657725	0.003572173	0.00353328	0.250622118
OG0001781	0.001544109	0.003509819	0.002375344	0.169057393
OG0002883	0.002719477	0.003301809	0.002951392	0.194707193
OG0010015	0.002753897	0.003275637	0.002964198	0.20396054
OG0008476	0.002599154	0.003223947	0.002821769	0.21279489
OG0010657	0.004012971	0.003145885	0.003520281	0.233771825
OG0000507	0.002169084	0.003047486	0.002461754	0.181297526
OG0010298	0.003421778	0.002850547	0.00306915	0.231357199
OG0006552	0.002848456	0.002825308	0.002706823	0.21120028
OG0010416	0.002518532	0.002689361	0.002542867	0.183757801
OG0007247	0.001661687	0.002685585	0.002092158	0.156025635
OG0008586	0.001993034	0.002624478	0.002253434	0.173221013
OG0006385	0.001907352	0.00257563	0.002144666	0.14060433
OG0006857	0.002229654	0.002570155	0.002303566	0.156435518
OG0000007	0.003402773	0.002562584	0.002891381	0.227498522
OG0001237	0.001529246	0.002533895	0.001912539	0.196261488
OG0006544	0.002154884	0.002492249	0.002256016	0.200326168
OG0000464	0.001575997	0.002452056	0.001956262	0.176903491
OG0009342	0.003374224	0.002442033	0.002867078	0.225360189
OG0010025	0.002359033	0.00244062	0.002349941	0.17196781
OG0000022	0.002879274	0.002415552	0.002548407	0.178848365
OG0010228	0.002475031	0.002402297	0.002401777	0.138603147
OG0002638	0.001173321	0.002360764	0.001780395	0.161988733
OG0009726	0.001976122	0.002346607	0.002106385	0.165100015
OG0009570	0.001728395	0.002322329	0.001985337	0.131276625
OG0000098	0.002167545	0.002308687	0.002180701	0.193047701
OG0003239	0.001655914	0.002292567	0.001854726	0.127583095
OG0010137	0.003050533	0.002262609	0.002650058	0.199134115
OG0003665	0.001696678	0.002063648	0.001741024	0.12024782
OG0002628	0.003200654	0.002061131	0.002448558	0.195306493
OG0004354	0.001651931	0.002034436	0.001802027	0.142073813
OG0019019	0.00195022	0.002011645	0.00191826	0.112507846
OG0017449	0.001446605	0.001988656	0.001641225	0.126622871
OG0000096	0.002243067	0.001949794	0.002040043	0.156428657
OG0001513	0.001441234	0.001887912	0.001632987	0.130916097
OG0010956	0.001888526	0.001872967	0.001839819	0.134529714
OG0005646	0.001051832	0.001852481	0.001432632	0.124722934
OG0005736	0.001771593	0.001805647	0.001772486	0.133823181
OG0005707	0.000955626	0.001755845	0.001257152	0.128992143
OG0008583	0.002194689	0.001623268	0.001859257	0.175320355
OG0000820	0.002082576	0.001587213	0.001624255	0.166869501
OG0001853	0.001534515	0.001559957	0.001546462	0.150476323
OG0003194	0.001511009	0.001505332	0.001480382	0.141661084
OG0008662	0.000816941	0.001495707	0.001135068	0.086302249
OG0010362	0.001775857	0.00147326	0.001574716	0.152791295
OG0008637	0.001395727	0.001461538	0.001414435	0.09623551
OG0014851	0.000955284	0.001389164	0.001173427	0.07399536
OG0009157	0.001866881	0.001374611	0.00154903	0.109524242
OG0012732	0.000549094	0.001367528	0.000773398	0.045074987
OG0005998	0.000874268	0.001354098	0.001120066	0.127474922
OG0004326	0.002404484	0.001334942	0.001812681	0.14369981
OG0017464	0.001082875	0.001311522	0.001189602	0.070571034
OG0005134	0.001505483	0.001304821	0.001417564	0.086458543
OG0008354	0.001088497	0.001301467	0.00114355	0.082889288
OG0021498	0.001021406	0.001285678	0.001124778	0.081915408
OG0012838	0.000502027	0.001256536	0.000811744	0.050679872
OG0009865	0.001466812	0.001253896	0.001364245	0.109998378
OG0006835	0.000679983	0.00123536	0.000923153	0.096179174
OG0001313	0.000512683	0.001172961	0.000798746	0.066635378
OG0001765	0.000841912	0.001166268	0.000983491	0.079195961
OG0012310	0.001397436	0.001165385	0.001256098	0.094237164
OG0010456	0.001463087	0.001157692	0.001290202	0.07274765
OG0006297	0.001435897	0.001150861	0.00128475	0.082867959
OG0002043	0.000854274	0.001119769	0.000933067	0.097128671
OG0052859	0.000247059	0.001114896	0.000639701	0.044865595
OG0009967	0.000819231	0.001112019	0.000934246	0.123988086
OG0015883	0.000895337	0.001100253	0.000967177	0.050259598
OG0002936	0.00117917	0.001076986	0.001093574	0.096506179
OG0008573	0.000776748	0.001074351	0.000861553	0.069265669
OG0001950	0.000142641	0.001069153	0.000539391	0.045742322
OG0009858	0.001083333	0.001050289	0.001072782	0.095677102
OG0018147	0.00083692	0.001034975	0.00088906	0.071307877
OG0014017	0.000684271	0.001007576	0.000822593	0.04037011
OG0001278	0.000352747	0.001007479	0.000624391	0.038031244
OG0003783	0.000673202	0.0010058	0.000858406	0.050024894
OG0020072	0.00100959	0.000973864	0.000960349	0.067571093
OG0003291	0.000870635	0.00096488	0.00086645	0.060327824
OG0019026	0.001227294	0.000959615	0.001056708	0.050123583
OG0021555	0.00125974	0.000959324	0.001104964	0.048362914
OG0000090	0.000501942	0.000954167	0.000714383	0.033333338
OG0016821	0.000681642	0.00094458	0.000791708	0.054329548
OG0000381	0.000740372	0.000896936	0.000812958	0.069875558
OG0004289	0.000897353	0.000896284	0.000883769	0.05065013
OG0010454	0.001660531	0.000885027	0.001258076	0.133645279
OG0007194	0.000847153	0.000867834	0.000835173	0.064061112
OG0011110	0.000267857	0.000857784	0.000548158	0.045309658
OG0006664	0.000488897	0.000847222	0.000647979	0.083806268
OG0007585	0.001747656	0.000841775	0.001307323	0.09396599
OG0004345	0.000557765	0.000838636	0.000687291	0.048635559
OG0016314	0.000778632	0.000833562	0.000816282	0.070428225
OG0003125	0.000311279	0.000830536	0.00057076	0.040507091
OG0006812	0.000422917	0.00082904	0.000586899	0.064741868
OG0021491	0.00062566	0.000821503	0.000702578	0.049805897
OG0014016	0.000670238	0.000799405	0.000658859	0.052712144
OG0004667	0.000674258	0.00078481	0.000701511	0.056392684
OG0009409	0.001198211	0.000778253	0.001022792	0.07630138
OG0020058	0.0006046	0.000774359	0.000662363	0.041179712
OG0010055	0.00065	0.000772665	0.000659181	0.02852395
OG0009767	0.000791667	0.000767677	0.000771889	0.046475768
OG0008372	0.001641351	0.000754214	0.001204365	0.125461192
OG0001318	0.000847527	0.000753977	0.000756758	0.051548581
OG0019075	0.000410714	0.00075	0.000524536	0.042827343
OG0017481	0.000846861	0.000738462	0.000783597	0.041830563
OG0000775	0.001585897	0.000731495	0.001111024	0.112997103
OG0017466	0.000793182	0.000731061	0.000743124	0.050299133
OG0005241	0.000594538	0.000730064	0.000651891	0.069805337
OG0002695	0.000896337	0.000724973	0.000793749	0.060345663
OG0016331	0.000483333	0.000722619	0.000580679	0.028048694
OG0006423	0.000197917	0.000722028	0.000425885	0.024984771
OG0016326	0.000329167	0.000721154	0.000529586	0.034485867
OG0018180	0.00071278	0.000717949	0.000708333	0.03853623
OG0008478	0.001322505	0.000711973	0.000960146	0.075720711
OG0010516	0.000825603	0.000707609	0.000756944	0.056736897
OG0019037	0.000423077	0.000686364	0.000535197	0.020233018
OG0029651	0.000112274	0.000682512	0.000379909	0.045078324
OG0021556	0.000502381	0.000680808	0.000551935	0.052543313
OG0010633	0.000261447	0.00067028	0.00045109	0.045972919
OG0016294	0.000117647	0.000669643	0.000361878	0.016207924
OG0020120	0.000360417	0.000666667	0.000481515	0.032131959
OG0029740	0.000518429	0.000661111	0.000585794	0.042517441
OG0014033	0.00075696	0.000655051	0.000710833	0.043087788
OG0014844	0.000297917	0.000650794	0.000445679	0.046273493
OG0023310	0.000749451	0.000645833	0.000681654	0.053063937
OG0008748	0.000448388	0.000640152	0.000517612	0.068388501
OG0017453	0.000691964	0.000639103	0.000671182	0.044077253
OG0013270	0.000262255	0.000636364	0.000395968	0.020485326
OG0012230	0.000761905	0.000632937	0.000677073	0.039150996
OG0002367	0.000548558	0.000619231	0.00057937	0.046676027
OG0001301	0.000205772	0.000611463	0.000387984	0.029527758
OG0001447	0.00070028	0.00060348	0.000638782	0.054241211
OG0010393	0.001238109	0.000602564	0.0008848	0.083093381
OG0001782	0.001084865	0.000600366	0.000829609	0.069947616
OG0000434	0.000163462	0.000597931	0.000382507	0.027119317
OG0011511	0.000845644	0.000597527	0.000718342	0.041421771
OG0012636	0.000542614	0.000591991	0.00056	0.042359319
OG0011542	0.000633192	0.000574883	0.000581337	0.063245218
OG0011355	0.001336951	0.000574591	0.000917369	0.060719372
OG0020077	0.000814629	0.000570777	0.000684526	0.049047422
OG0020088	0.000539752	0.000560897	0.000527453	0.033622051
OG0001518	0.000174603	0.000552083	0.000396703	0.027758416
OG0016814	0.000580532	0.000551893	0.000561455	0.026260431
OG0008819	0.000433333	0.000548718	0.0004693	0.049059785
OG0012840	0.000395833	0.000546703	0.000430769	0.029661822
OG0017473	0.000615809	0.000546154	0.000569215	0.032640909
OG0011010	0.000566807	0.000539141	0.00055245	0.033682029
OG0002516	0.000442308	0.000523543	0.000489783	0.031730781
OG0020084	0.00035854	0.000522917	0.000412484	0.032423597
OG0017451	0.000618132	0.000519425	0.000568485	0.029697007
OG0023384	0.000183036	0.000516667	0.000355296	0.023579823
OG0019053	0.000543155	0.000515152	0.0005275	0.027448335
OG0011461	0.000434127	0.000514452	0.000482738	0.030121217
OG0010724	0.000780886	0.000507555	0.000623684	0.059818362
OG0000188	0.001228571	0.000507527	0.000855213	0.076449273
OG0012286	0.000334135	0.00050184	0.000416149	0.036842314
OG0000054	0.000201923	0.000501082	0.000321878	0.040483021
OG0015880	0.000338942	5.00E-04	0.000384167	0.018923273
OG0018158	0.000272321	5.00E-04	0.000358392	0.022254301
OG0020081	0.000427083	0.000499223	0.000439096	0.033673296
OG0001764	0.0003462	0.000494048	0.000388591	0.015729197
OG0010527	0.000724342	0.000488528	0.00057986	0.053808063
OG0018210	0.000214286	0.000486607	0.000371388	0.024483241
OG0000212	0.000876344	0.000484659	0.000682255	0.059955255
OG0009093	0.000480159	0.000483707	0.000483041	0.038311107
OG0013427	6.67E-05	0.000472222	0.000229167	0.016327036
OG0015495	0.0003875	0.000468254	0.000435794	0.030574716
OG0013280	0.000373626	0.000466132	0.000424679	0.031373631
OG0020096	0.000736752	0.000465385	0.000574231	0.035901861
OG0013422	0.000241931	0.000465385	0.000340714	0.019108589
OG0010333	0.000457937	0.000463027	0.000455459	0.051238094
OG0021549	0.000187621	0.000461039	0.000297619	0.025657978
OG0010392	0.001313661	0.000457692	0.000911928	0.107384811
OG0021528	0.000576611	0.000453846	0.000527407	0.027456704
OG0010618	0.000687175	0.000448459	0.000545014	0.036360338
OG0014541	0.000547619	0.00044662	0.000484167	0.040180413
OG0010476	0.00086829	0.000442308	0.000664262	0.061265179
OG0014275	0.000441558	0.000442308	0.0004375	0.019088451
OG0005100	0.001026723	0.00043767	0.000692379	0.055108684
OG0010886	0.000651587	0.000437302	0.000531624	0.084789964
OG0003094	7.67E-05	0.000436939	0.00026143	0.013382388
OG0017485	0.000485514	0.000435985	0.000459812	0.026689819
OG0017459	0.000297619	0.000435897	0.000365741	0.019890614
OG0015170	0.000438708	0.000434829	0.00045	0.019100458
OG0018174	0.000401515	0.000433566	0.000414956	0.019821421
OG0014280	0.000278846	0.000433333	0.000325	0.018230218
OG0023431	0.000281968	0.000431818	0.000354074	0.026416164
OG0010111	0.000165535	0.00043125	0.000277133	0.041129104
OG0002884	0.000605769	0.000430556	0.000500479	0.071594693
OG0014852	0.000223485	0.000430128	0.000294907	0.026352621
OG0002349	0.000371096	0.000422619	0.000397931	0.024435061
OG0010033	0.000269345	0.000419768	0.000332053	0.02070041
OG0000712	0.00070609	0.000414123	0.000575902	0.03172987
OG0020070	0.000403846	0.000412088	0.000407407	0.021138664
OG0013273	0.000424451	0.000410504	0.000409615	0.031116224
OG0008954	0.000715896	0.000409907	0.00055645	0.030517576
OG0000056	0.000434776	0.000409878	0.000435878	0.06701655
OG0000038	0.000244333	0.000407197	0.00031801	0.030701231
OG0010145	0.000584416	0.00040404	0.000464393	0.029831216
OG0015174	0.000397321	0.000403846	0.000397436	0.019949454
OG0020056	0.000592308	0.000402679	0.000490948	0.026111502
OG0003067	0.000639475	0.000402098	0.000507531	0.028491076
OG0001967	0.000357349	0.000401358	0.000361195	0.053396483
OG0010119	0.000117647	4.00E-04	0.000181818	0.011146552
OG0016810	0.000338068	0.000392857	0.0003475	0.02152971
OG0013603	0.000458333	0.000391026	0.000423052	0.03099053
OG0015893	0.000359203	0.000390224	0.00035641	0.027720948
OG0014021	0.000269231	0.000386364	0.000317692	0.019685646
OG0019058	0.000341298	0.000384199	0.000377689	0.03238795
OG0011353	0.000863312	0.000382197	0.00053869	0.032003952
OG0000194	0.000375315	0.000381128	0.000360713	0.029337178
OG0019048	0.0001875	0.00037987	0.000273946	0.018799755
OG0020079	0.000634314	0.000379552	0.00050969	0.051317116
OG0014010	0.000447802	0.000375	0.000413846	0.020938582
OG0009522	0.000321241	0.000374603	0.000350105	0.042212891
OG0012415	0.000400641	0.000370879	0.000385185	0.017705473
OG0015886	0.000379808	0.000370879	0.000375641	0.021210789
OG0008974	0.000708333	0.000368506	0.000553978	0.058097876
OG0013796	0.000335714	0.000366365	0.000376296	0.024127742
OG0000689	0.000669414	0.000365476	0.000491154	0.049122867
OG0001625	0.000977656	0.000365385	0.000636161	0.076931286
OG0023329	0.000314583	0.000365079	0.000320833	0.017027678
OG0002468	0.000271795	0.000364621	0.000320327	0.040415559
OG0008940	0.000520147	0.000362179	0.000428276	0.041122718
OG0012972	0.000304196	0.000358974	0.000295314	0.023710541
OG0015508	0.000230769	0.000358974	0.000271538	0.010386331
OG0007816	0.000380769	0.000358586	0.00037013	0.021439421
OG0021559	0.000347619	0.00035625	0.000343333	0.01894792
OG0019059	0.000375	0.000354167	0.000363839	0.022974407
OG0003584	0.000434555	0.000352417	0.000378164	0.051081912
OG0009609	0.000313725	0.00035	0.000326667	0.022346166
OG0002420	0.000166667	0.00035	0.000232143	0.010385376
OG0021484	0.000152256	0.00035	0.000214799	0.020431087
OG0014018	0.000418998	0.000348485	0.000384964	0.02849931
OG0006078	0.000469048	0.000346861	0.000406045	0.020279595
OG0020049	0.00045	0.000346154	0.000392174	0.020518065
OG0000099	0.000911765	0.000343223	0.000653159	0.037313474
OG0012308	0.000345238	0.000342857	0.000341346	0.018995195
OG0000012	0.00026859	0.000340909	0.000298077	0.009665981
OG0018208	0.000325	0.000336364	0.000330435	0.021803055
OG0010174	0.000783567	0.000335714	0.000586303	0.055495124
OG0000466	0	0.000334957	0.000139652	0.01259906
OG0016332	0.000166667	0.000333333	0.000240741	0.009464789
OG0011802	0.000430556	0.000330808	0.000371264	0.017301363
OG0008584	0.000611742	0.000327819	0.000430435	0.033792707
OG0012968	0.00021978	0.000327778	0.000295652	0.028137737
OG0011359	0.000441667	0.000326389	0.000377976	0.02332599
OG0001305	0.000143223	0.000325408	0.000246288	0.023241567
OG0010133	6.35E-05	0.000324883	0.000198056	0.01048197
OG0010227	0.000387123	0.000324346	0.000364566	0.052291175
OG0014013	0.00045	0.000324179	0.000384426	0.032306412
OG0011727	0.000719292	0.00032381	0.000535764	0.051189749
OG0023264	-3.30E-05	0.000317308	0.000134615	0.018891611
OG0019064	0.000272727	0.000316667	0.000267094	0.009641484
OG0000530	0.000239583	0.000315751	0.000299487	0.022115829
OG0013429	-5.95E-06	0.000314935	0.000150621	0.010608548
OG0001901	0.000220833	0.0003125	0.000259217	0.036938275
OG0011841	0	0.0003125	0.000104167	0.000972222
OG0012966	0	0.0003125	9.62E-05	0.000927439
OG0012641	0.000362637	0.000310606	0.00034	0.018238885
OG0001784	0.00018703	0.000308333	0.000235781	0.018591624
OG0016811	0.000358974	0.000307692	0.000333077	0.019257941
OG0020113	0.000237179	0.000306818	0.000266667	0.019358974
OG0014854	0.000165385	0.000304196	0.000231042	0.021084897
OG0054363	0.00014951	0.00030303	0.000193144	0.007388006
OG0014020	0.000475	0.000302506	0.000375671	0.032398058
OG0016340	0.000359575	3.00E-04	0.000325622	0.027960904
OG0019080	0.00021875	3.00E-04	0.00025	0.008198487
OG0017460	0.000235294	0.000299242	0.000264138	0.01000478
OG0016328	0.000133333	0.000299145	0.0001825	0.017788445
OG0011373	0.000612019	0.000298701	0.000448373	0.048790469
OG0001384	0.001436538	0.000297661	0.000839862	0.084761828
OG0015904	0.000408333	0.000297203	0.000347826	0.023155551
OG0007939	0.000213287	0.000294643	0.00026963	0.019679001
OG0002390	2.00E-04	0.000293956	0.000261084	0.017887713
OG0011374	0.0003375	0.00029375	0.000307692	0.024153801
OG0009614	0.000194079	0.000293651	0.000225932	0.023937685
OG0000046	0.000464558	0.000290026	0.000356552	0.040116309
OG0017413	0.000348485	0.000289683	0.000322857	0.019021369
OG0021546	8.33E-05	0.0002875	0.000155093	0.0063194
OG0003358	0.000715385	0.000287302	0.000452295	0.041418477
OG0010971	0.000333333	0.000286364	0.000311265	0.020239584
OG0021553	0.000133333	0.000285714	0.000181818	0.010264965
OG0011691	0.000533716	0.000284524	0.000409384	0.027296122
OG0015500	0.000293956	0.000283333	0.0002875	0.022884802
OG0001683	0.000183333	0.000283333	0.000240741	0.016179404
OG0001104	0	0.000282051	0.000113248	0.004435772
OG0000481	3.13E-05	0.000280952	0.000121439	0.013663645
OG0003072	0.000113091	0.000280128	0.000174603	0.014189454
OG0019042	0.0001875	0.000277778	0.00022619	0.016155623
OG0010756	0.000233766	0.000277002	0.000249862	0.050419631
OG0020087	0.000180556	0.000276224	0.000227692	0.03431608
OG0025918	3.13E-05	0.000275336	0.000160833	0.01469828
OG0009874	0.000304196	0.000275	0.000285714	0.021481319
OG0021531	0.000291667	0.000272727	0.000281804	0.023324936
OG0023520	8.33E-05	0.000269697	0.000199605	0.0166443
OG0010685	0.000397159	0.00026859	0.000328476	0.03287863
OG0016309	7.63E-05	0.000267857	0.000159722	0.019703117
OG0011097	0.000197917	0.000265734	0.00022679	0.011489794
OG0019073	0	0.000265385	0.000111111	0.001878173
OG0010548	0.000579662	0.000264957	0.000435444	0.0454416
OG0021497	6.04E-05	0.000264957	0.000153571	0.0177396
OG0000728	0.000447248	0.000264694	0.000350014	0.023572636
OG0004086	-8.33E-05	0.000263348	9.62E-05	0.011226509
OG0010819	0.000420788	0.000260728	0.000321586	0.040449069
OG0017430	2.04E-05	0.000260684	0.000115385	0.003719697
OG0000334	0.000366859	0.000260335	0.000289772	0.027109399
OG0020078	0.000422619	0.000258974	0.000337931	0.021904469
OG0001490	0.000386114	0.000258159	0.000323311	0.040117246
OG0016310	0.000230769	0.00025	0.00023913	0.009320947
OG0015897	0.000205882	0.00025	0.000225806	0.00833302
OG0014847	0.000117647	0.00025	0.00019213	0.012713824
OG0015167	7.89E-05	0.00025	0.00012	0.010421181
OG0052683	-3.13E-05	0.00025	6.25E-05	0.010937746
OG0000137	0.000230263	0.000246858	0.000222368	0.015274884
OG0013424	0.00024359	0.000246795	0.000242877	0.016603197
OG0001323	0.000261905	0.000245971	0.000253733	0.010042228
OG0001642	0.000271954	0.000244318	0.00026191	0.027852688
OG0023309	0.000153846	0.00024359	0.000197751	0.021177931
OG0015494	3.33E-05	0.000243506	0.000145115	0.021471622
OG0000048	0.000202381	0.000240476	0.000215891	0.013100714
OG0018201	3.33E-05	0.000240385	0.000136646	0.011516892
OG0009918	0.00037311	0.000240152	0.000313324	0.032426654
OG0021563	0.000225	0.000238095	0.000234355	0.018808609
OG0017452	0.000230769	0.000237179	0.000228022	0.011402031
OG0003134	0.000181419	0.000233489	0.000204502	0.019567441
OG0003287	0.000338745	0.000231685	0.000288882	0.020000783
OG0021512	0.00021875	0.000230769	0.000224138	0.012555519
OG0011804	0	0.000230769	0.000115385	0.000969697
OG0021500	-5.56E-05	0.000230769	6.45E-05	0.01169244
OG0000866	0.000271429	0.000228788	0.000248352	0.018959691
OG0018252	0	0.000227273	8.93E-05	0.000972973
OG0000521	7.14E-05	0.000226496	0.000146187	0.010203904
OG0010309	0	0.000226496	9.56E-05	0.001935
OG0001288	0.000360317	0.000224313	0.000302862	0.019924323
OG0016823	0.000138889	0.000222222	0.000166667	0.011344777
OG0018172	0.000125	0.000222222	0.00016	0.011234851
OG0015488	8.33E-05	0.000222222	0.00012963	0.004936752
OG0008998	6.67E-05	0.000222222	0.000144841	0.012744937
OG0016364	6.25E-05	0.000222222	0.00012	0.010939167
OG0013277	0	0.000222222	8.33E-05	0.002129547
OG0001314	0.000232958	0.0002207	0.000223168	0.024540694
OG0012319	0	0.000219697	0.000105217	0.011540689
OG0001413	0.000251316	0.000219663	0.000248642	0.023227953
OG0007980	0.000481602	0.00021875	0.000331019	0.032148322
OG0011665	0.000392857	0.00021875	0.000288462	0.020088051
OG0001646	7.21E-06	0.00021875	0.00010468	0.005936078
OG0011234	6.55E-05	0.000218487	0.000158251	0.022983177
OG0002522	0.000135417	0.000218254	0.000176923	0.006514144
OG0014850	0.000476923	0.000214286	0.000339616	0.04560567
OG0036573	0	0.000214286	1.00E-04	0.001882353
OG0011439	0.000920427	0.000213095	0.000566883	0.061233692
OG0021481	0.000332418	0.0002125	0.000270115	0.015022057
OG0003168	2.98E-05	0.00021176	0.000106223	0.031799317
OG0006020	0	0.000210082	7.96E-05	0.004605556
OG0013805	0.000420879	0.000209524	0.000313968	0.0198506
OG0017505	0	0.000208965	7.69E-05	0.006686469
OG0014527	0.000342892	0.000208333	0.000293956	0.034483988
OG0010824	0.000212406	0.000208333	0.000201923	0.01680059
OG0016804	0.000178571	0.000208333	0.000192308	0.010587059
OG0014028	0.000176471	0.000208333	0.000189655	0.009920392
OG0000109	3.85E-05	0.000208333	0.000113636	0.018717771
OG0021489	-3.57E-05	0.000208333	7.69E-05	0.010553075
OG0021520	-3.57E-05	0.000208333	7.69E-05	0.00096875
OG0021542	6.55E-05	0.000207143	0.00014418	0.018591901
OG0010346	0.000200676	0.000206754	0.000196782	0.039712775
OG0008252	0.000115385	0.000205882	0.000166667	0.01029423
OG0011094	0.000148352	0.000204861	0.000173163	0.012377204
OG0011030	0.000669023	0.000202597	0.000453868	0.047057003
OG0010432	-4.17E-05	0.000202381	9.26E-05	0.004566667
OG0000976	0.00024359	2.00E-04	0.000226412	0.01570504
OG0014437	0.00015625	2.00E-04	0.000173077	0.012480154
OG0010840	0.000125	2.00E-04	0.000153846	0.011750861
OG0025885	0.000125	2.00E-04	0.00016129	0.008746479
OG0014862	3.57E-05	2.00E-04	0.000104167	0.010479179
OG0012410	-3.33E-05	2.00E-04	6.00E-05	0.000967742
OG0002064	0.000166667	0.000198413	0.000169856	0.006315873
OG0000510	0.000192857	0.000198305	0.000187312	0.030186703
OG0011929	0.000158824	0.000197917	0.000167964	0.013271047
OG0002314	0.000195378	0.000196429	0.000187143	0.010598201
OG0014266	7.69E-05	0.000194444	0.00012	0.026534607
OG0000245	9.17E-05	0.000194048	0.000151786	0.01168689
OG0003316	-3.57E-05	0.000194048	9.35E-05	0.014788891
OG0004660	0.000631579	0.00019375	0.000426952	0.02501162
OG0017482	0.000375	0.000192308	0.00028	0.017807898
OG0014007	0.00025	0.000192308	0.00022	0.007046635
OG0016839	0.00021875	0.000192308	0.000206897	0.011642682
OG0020050	0.000214286	0.000192308	0.000203704	0.011750861
OG0011803	0.000107143	0.000192308	0.000148148	0.012437762
OG0019043	3.85E-05	0.000192308	0.000115385	0.009991037
OG0001296	0.000316545	0.000191871	0.000254977	0.02536987
OG0000522	-2.63E-05	0.000191667	5.17E-05	0.002869096
OG0003683	6.67E-05	0.000190909	0.000117037	0.007452525
OG0000041	0.000235015	0.000188462	0.000208333	0.012875338
OG0000380	0.000217606	0.000188462	0.000194444	0.014191631
OG0002305	0.000321023	0.0001875	0.000257246	0.019672164
OG0008348	0.00025	0.0001875	0.000227273	0.008704276
OG0013271	0.000222222	0.0001875	0.000205882	0.008267312
OG0013431	2.00E-04	0.0001875	0.000190883	0.021542336
OG0001347	9.72E-05	0.0001875	0.000125	0.003690972
OG0016293	4.17E-05	0.0001875	0.000125	0.001875
OG0005103	0	0.0001875	8.47E-05	0.006020299
OG0021444	-5.88E-05	0.0001875	2.00E-05	0.012247397
OG0002219	0.000121429	0.000186813	0.000154576	0.012213164
OG0008402	0.000267677	0.000186364	0.000222619	0.013245708
OG0000875	3.13E-05	0.000186012	0.000104721	0.013690514
OG0000344	0.000226807	0.000185714	0.000194083	0.010592684
OG0001745	0	0.000183333	9.02E-05	0.001934874
OG0001261	0.000274733	0.000183258	0.000228519	0.018622246
OG0021517	0.000205882	0.000181818	0.000196429	0.011177465
OG0021492	0.000175	0.000181818	0.000177419	0.008437948
OG0002574	0.000142857	0.000181818	0.00016	0.012524833
OG0011643	8.82E-05	0.000181818	0.000125	0.003191209
OG0006034	4.17E-05	0.000181818	0.000108696	0.007801643
OG0021441	0	0.000181818	7.41E-05	0.00091746
OG0054189	-2.38E-06	0.000181818	7.77E-05	0.025242249
OG0016303	-3.13E-05	0.000181818	5.56E-05	0.000972222
OG0014022	0.00025	0.000178571	0.000208333	0.007801643
OG0052672	0.000191667	0.000178571	0.000184848	0.022385021
OG0012837	0.000133333	0.000178571	0.000155172	0.012480154
OG0020203	0.000111111	0.000178571	0.000152174	0.009411972
OG0005202	0.000253247	0.000176923	0.000208333	0.00812585
OG0021521	0.000166667	0.000176923	0.000173401	0.010852606
OG0000037	0.00021627	0.000175887	0.000199721	0.025814474
OG0008757	0.000871878	0.000174825	0.000531684	0.07133239
OG0001809	0.000107143	0.000174825	0.000140833	0.002649595
OG0000861	3.85E-05	0.000174242	0.000102096	0.006855556
OG0016333	0.000172078	0.000173611	0.000170481	0.022152399
OG0002037	0.000104167	0.000173214	0.000141219	0.013862071
OG0050199	-2.08E-05	0.000172258	6.70E-05	0.021983485
OG0017445	7.89E-05	0.000171429	0.000128647	0.019665394
OG0003975	4.17E-05	0.000171429	0.000113248	0.007635353
OG0000001	5.56E-05	0.000170673	0.000117037	0.007854216
OG0015889	0.000227273	0.000166667	0.000192308	0.009391418
OG0016338	2.00E-04	0.000166667	0.000181818	0.007838334
OG0009715	0.000192308	0.000166667	0.00018	0.010812645
OG0007981	0.000136364	0.000166667	0.000153846	0.007323944
OG0017431	0.000117647	0.000166667	0.000134615	0.010421181
OG0001248	0.000113095	0.000166667	0.000146978	0.006756872
OG0006092	0.000107143	0.000166667	0.000134615	0.008390416
OG0018153	1.00E-04	0.000166667	0.000128968	0.01202696
OG0005832	8.85E-05	0.000166667	0.000125476	0.011708146
OG0011248	7.14E-05	0.000166667	0.000115385	0.010022908
OG0018193	6.25E-05	0.000166667	0.000107143	0.009376914
OG0020046	5.88E-05	0.000166667	9.62E-05	0.013313548
OG0013425	3.13E-05	0.000166667	8.93E-05	0.001785328
OG0052806	2.94E-05	0.000166667	7.69E-05	0.008848745
OG0019076	2.78E-05	0.000166667	8.33E-05	0.010264965
OG0009030	0	0.000166667	1.00E-04	0.007268566
OG0010398	0	0.000166667	8.00E-05	0.006315934
OG0020063	0	0.000166667	8.33E-05	0.000969697
OG0020114	-3.13E-05	0.000166667	4.00E-05	0.008844539
OG0053587	-3.13E-05	0.000166667	5.36E-05	0.001870968
OG0029497	-3.33E-05	0.000166667	4.17E-05	0.000921764
OG0017477	-3.85E-05	0.000166667	6.00E-05	0.011234851
